tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,lead_actors_ids,plot,budget,box_office,language,country
tt0266489,movie,Duplex,Duplex,0,2003.0,89.0,Comedy,5.9,65598,"['nm0001774', 'nm0000106', 'nm1169742', 'nm0001213', 'nm0857620']","A young couple has a chance to move into a gorgeous duplex in the perfect New York neighborhood. All they have to do is bump off the current tenant, a cute little old lady.",$40 million,$19.3 million,English,United States
tt1258972,movie,The Man with the Iron Fists,The Man with the Iron Fists,0,2012.0,95.0,Action,5.4,65596,"['nm0000128', 'nm1087183', 'nm0005154', 'nm0753526', 'nm0950935']","On the hunt for a fabled treasure of gold, a band of warriors, assassins, and a rogue British soldier descend upon a village in feudal China, where a humble blacksmith looks to defend himself and his fellow villagers.",$15 million,$20.5 million,English,United States
tt0482572,movie,Pride and Glory,Pride and Glory,0,2008.0,130.0,"Crime,Drama,Thriller",6.6,65587,"['nm0001570', 'nm0268199', 'nm0001187', 'nm0000685', 'nm0000383']","A family's moral codes are tested when Ray Tierney investigates a case that reveals an incendiary police corruption scandal involving his own brother-in-law. For Ray, the truth is revelatory, a Pandora's Box that threatens to upen...",$30 million,$31.1 million,English,
tt3612616,movie,Mommy,Mommy,0,2014.0,139.0,Drama,8.0,65582,"['nm0234237', 'nm4608165', 'nm0167501', 'nm0399088', 'nm2531440']","A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",,,,
tt0074812,movie,Logan's Run,Logan's Run,0,1976.0,119.0,"Action,Adventure,Sci-Fi",6.8,65577,"['nm0001868', 'nm0000256', 'nm0430151', 'nm0001975', 'nm0000396']",A police officer in the future uncovers the deadly secret behind a society that worships youth.,$7–8 million,$25 million (US),English,United States
tt0103939,movie,Chaplin,Chaplin,0,1992.0,143.0,"Biography,Comedy,Drama",7.5,65555,"['nm0000375', 'nm0001036', 'nm0722631', 'nm0857177', 'nm0446702']","An elderly Charlie Chaplin discusses his autobiography with his editor, recounting his amazing journey from his poverty-stricken childhood to world-wide success after the ingenious invention of the Little Tramp.",$31 million,$12 million (US/UK),English,
tt0398375,movie,Rumor Has It...,Rumor Has It...,0,2005.0,97.0,"Comedy,Drama,Romance",5.5,65533,"['nm0000098', 'nm0749263', 'nm0000511', 'nm0000126', 'nm0420955']","Sarah Huttinger is a woman who learns that her family was the inspiration for the book and film ""The Graduate"" -- and that she just might be the offspring of the well-documented event.",$70 million,$88.9 million,English,United States
tt0245686,movie,Joe Dirt,Joe Dirt,0,2001.0,91.0,"Adventure,Comedy,Drama",6.0,65510,"['nm0005450', 'nm0199590', 'nm0588222', 'nm0063440', 'nm0000686']","After being abandoned by his parents at the Grand Canyon, Joe Dirt tells the story of his journey to find his parents.",$17.7 million,$31 million,English,United States
tt0023969,movie,Duck Soup,Duck Soup,0,1933.0,69.0,"Comedy,Musical",7.7,65398,"['nm0000050', 'nm0555617', 'nm0555597', 'nm0555688', 'nm2580347']","Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who can't seem to keep straight which side th...",,,English,United States
tt6543652,movie,Cold War,Zimna wojna,0,2018.0,89.0,"Drama,Music,Romance",7.5,65397,"['nm2251846', 'nm1682799', 'nm0844371', 'nm0474492', 'nm0434806']","In the 1950s, a music director falls in love with a singer and tries to persuade her to flee communist Poland for France.",,,,
tt1270262,movie,The Devil's Double,The Devil's Double,0,2011.0,109.0,"Biography,Drama,Thriller",7.0,65390,"['nm1002641', 'nm1002641', 'nm0756203', 'nm0712562', 'nm0702985']","A chilling vision of the house of Saddam. The world of Hussein comes to life through the eyes of the man who was given a choice; either be the double for Saddam's sadistic son, or die.",$19.1 million,$4.8 million,English,
tt0388419,movie,Christmas with the Kranks,Christmas with the Kranks,0,2004.0,99.0,"Comedy,Family",5.6,65377,"['nm0000741', 'nm0000130', 'nm0000101', 'nm0001826', 'nm0291830']","With their daughter Blair away in Peru, Luther and Nora Krank decide to skip Christmas altogether until she decides to come home, causing an uproar when they must celebrate it at the last minute.",$60 million,$96.6 million,English,United States[1]
tt0112346,movie,The American President,The American President,0,1995.0,114.0,"Comedy,Drama,Romance",6.9,65372,"['nm0000140', 'nm0000906', 'nm0000640', 'nm0000150', 'nm0807332']","A widowered U.S. President running for reelection and an environmental lobbyist fall in love. It's all above-board, but ""politics is perception,"" and sparks fly anyway.",$62 million,$108 million,English,United States
tt0116253,movie,Executive Decision,Executive Decision,0,1996.0,133.0,"Action,Adventure,Thriller",6.5,65356,"['nm0000621', 'nm0000932', 'nm0000219', 'nm0000491', 'nm0001624']","When terrorists seize control of an airliner, an intelligence analyst accompanies a commando unit for a midair boarding operation.",$55 million,$122.1 million,EnglishArabic,United States
tt0106387,movie,Benny & Joon,Benny & Joon,0,1993.0,98.0,"Comedy,Drama,Romance",7.1,65344,"['nm0000136', 'nm0000524', 'nm0001644', 'nm0000194', 'nm0001624']",A mentally ill young woman finds her love in an eccentric man who models himself after Buster Keaton.,$13 million,$30 million,English,United States
tt0278488,movie,How High,How High,0,2001.0,93.0,"Comedy,Fantasy",6.2,65334,"['nm0541218', 'nm0714983', 'nm0044762', 'nm0258402', 'nm0395428']","Two guys by the name of Silas and Jamal decided to one day smoke something magical, which eventually helps them to ace their college entrance exam.",$12–20 million,$31.3 million,English,United States
tt2932536,movie,47 Meters Down,47 Meters Down,0,2017.0,89.0,"Horror,Mystery,Thriller",5.6,65329,"['nm0601553', 'nm2322853', 'nm0000546', 'nm1404137', 'nm0312454']","Two sisters vacationing in Mexico are trapped in a shark cage at the bottom of the ocean. With less than an hour of oxygen left and great white sharks circling nearby, they must fight to survive.",$5.3 million,$62.6 million,English,
tt9288046,movie,The Sea Beast,The Sea Beast,0,2022.0,115.0,"Action,Adventure,Animation",7.0,65221,"['nm0881631', 'nm9485683', 'nm0364813', 'nm0001399', 'nm6745359']","When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters - and make history to boot.",,,,
tt1093370,movie,Jab We Met,Jab We Met,0,2007.0,138.0,"Comedy,Drama,Romance",7.9,65214,"['nm1372788', 'nm0004626', 'nm1595577', 'nm0802107', 'nm0539497']",A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.,₹15 crore,₹50.9 crore,Hindi,India
tt1179891,movie,My Bloody Valentine,My Bloody Valentine,0,2009.0,101.0,"Horror,Mystery,Thriller",5.4,65189,"['nm0010075', 'nm0454809', 'nm0005445', 'nm2175732', 'nm1346230']","Tom returns to his hometown on the tenth anniversary of the Valentine's night massacre that claimed the lives of 22 people. Instead of a homecoming, Tom finds himself suspected of committing the murders, and it seems like his old ...",CA$2.3 million,US$5.7 million,English,Canada
tt0093692,movie,Over the Top,Over the Top,0,1987.0,93.0,"Action,Drama,Sport",5.9,65156,"['nm0000230', 'nm0005162', 'nm0086806', 'nm0958658', 'nm0578903']",Tough trucker Lincoln Hawk is determined to win back his son and triumph at the world arm wrestling championships.,,,,
tt8864596,movie,Transformers One,Transformers One,0,2024.0,104.0,"Action,Adventure,Animation",7.6,65151,"['nm1165110', 'nm1165110', 'nm3109964', 'nm3109964', 'nm0424060']","The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but who once were friends bonded like brothers who changed the fate of Cybertron forever.",$75–147 million,$129.4 million,English,United States
tt0328589,movie,Under the Tuscan Sun,Under the Tuscan Sun,0,2003.0,113.0,"Comedy,Drama,Romance",6.8,65143,"['nm0000178', 'nm0100556', 'nm0644897', 'nm0242026', 'nm0516020']","Frances Mayes, a 35-year-old San Francisco writer, gets a divorce that leaves her with terminal writer's block and depression. Later, she decides to buy a house in Tuscany in order to change her life.",$18 million,$58.9 million,"English[2]
Italian[2]",United States
tt3203616,movie,The Cobbler,The Cobbler,0,2014.0,99.0,"Comedy,Drama,Fantasy",5.8,65133,"['nm0001191', 'nm0246686', 'nm0000114', 'nm0541218', 'nm1380939']","A cobbler, bored of his everyday life, stumbles upon a magical heirloom that allows him to become other people and see the world in a different way.",,,,
tt13664684,movie,Karthikeya 2,Karthikeya 2,0,2022.0,150.0,"Action,Adventure,Fantasy",7.8,65126,"['nm2981266', 'nm7322042', 'nm2210188', 'nm7337648', 'nm2178111']","A sequel to Karthikeya (2014), which deals with the personal problems of Karthikeya and how his pursuit of the truth leads him to find out the power of Indian ancient system and Tatva of Lord Sri Krishna.",₹15 crore,₹121.50 crore,Telugu,India
tt0015648,movie,Battleship Potemkin,Bronenosets Potyomkin,0,1925.0,66.0,"Drama,History,Thriller",7.9,65106,"['nm0031446', 'nm0058290', 'nm0017893', 'nm0090434', 'nm0327150']","In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre.",,,"Silent film
Russian intertitles",Soviet Union
tt6738136,movie,Revenge,Revenge,0,2017.0,108.0,"Action,Drama,Horror",6.4,65085,"['nm4436761', 'nm1822271', 'nm0173003', 'nm1397399', 'nm0872574']","Never take your mistress on an annual guys' getaway, especially one devoted to hunting - a violent lesson for three wealthy married men.",,,,
tt3169706,movie,Pride,Pride,0,2014.0,119.0,"Biography,Comedy,Drama",7.8,65060,"['nm0631490', 'nm0001767', 'nm0922035', 'nm0175916', 'nm3115493']",U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,,,,
tt0119715,movie,Mousehunt,Mousehunt,0,1997.0,98.0,Comedy,6.5,65042,"['nm0001447', 'nm0262968', 'nm0507852', 'nm0001999', 'nm0160452']",Two stumblebum inheritors are determined to rid their antique house of a mouse who is equally determined to stay where he is.,$38 million,$125.4 million,English,United States
tt10172266,movie,"Red, White & Royal Blue","Red, White & Royal Blue",0,2023.0,118.0,"Comedy,Romance",7.0,65030,"['nm3253943', 'nm5954280', 'nm0000235', 'nm0714876', 'nm10572105']","When the feud between the son of the American President and Britain's prince threatens to drive a wedge in U.S./British relations, the two are forced into a staged truce that sparks something deeper.",,,English,United States
tt0118548,movie,Absolute Power,Absolute Power,0,1997.0,121.0,"Action,Crime,Drama",6.7,64991,"['nm0000142', 'nm0000432', 'nm0000438', 'nm0001473', 'nm0001277']",Career thief Luther Whitney (Clint Eastwood) witnesses a horrific crime involving U.S. President Alan Richmond (Gene Hackman).,$50 million,$92.8 million,English,United States
tt1661382,movie,Grudge Match,Grudge Match,0,2013.0,113.0,"Comedy,Drama,Sport",6.4,64976,"['nm0000134', 'nm0000230', 'nm0000107', 'nm0000273', 'nm0483915']","A pair of aging boxing rivals are coaxed out of retirement to fight one final bout, thirty years after their last match.",$40 million,$44.9 million,English,United States
tt0063462,movie,The Producers,The Producers,0,1967.0,88.0,"Comedy,Music",7.5,64941,"['nm0609216', 'nm0000698', 'nm0790071', 'nm0550318', 'nm0936115']",A stage-play producer devises a plan to make money by producing a sure-fire flop.,,,,
tt0787474,movie,The Boxtrolls,The Boxtrolls,0,2014.0,96.0,"Adventure,Animation,Comedy",6.8,64926,"['nm0001426', 'nm0364813', 'nm0296545', 'nm1547964', 'nm0089707']",A young orphaned boy raised by underground cave-dwelling trash collectors tries to save his friends from an evil exterminator.,$60 million,$108 million,English,United States
tt2614684,movie,'71,'71,0,2014.0,99.0,"Action,Crime,Drama",7.2,64873,"['nm1925239', 'nm2730580', 'nm0365317', 'nm0691586', 'nm4110963']","In 1971, a young and disoriented British soldier is accidentally abandoned by his unit following a riot on the deadly streets of Belfast.",£8.1 million,$3.1 million,English,United Kingdom[1]
tt7347846,movie,The Lodge,The Lodge,0,2019.0,108.0,"Drama,Horror,Mystery",6.0,64869,"['nm2142336', 'nm5897057', 'nm7186321', 'nm0035514', 'nm0000224']","A soon-to-be stepmom is snowed in with her fiancé's two children at a remote holiday village. Just as relations begin to thaw between the trio, some strange and frightening events take place.",,$3.2 million,English,
tt1772264,movie,Stonehearst Asylum,Stonehearst Asylum,0,2014.0,112.0,"Drama,Horror,Mystery",6.8,64847,"['nm0000295', 'nm0836343', 'nm0000667', 'nm0322407', 'nm0001426']","When Dr Edward Newgate arrives at the asylum to begin his residency, he finds the Dr in charge has adopted unusual methods of treatment, methods that give his patients a lot of freedom. But cracks appear in the hospital's cheerful...",,$3.2 million,English,
tt0021814,movie,Dracula,Dracula,0,1931.0,74.0,"Drama,Fantasy,Horror",7.3,64764,"['nm0000509', 'nm0151377', 'nm0543115', 'nm0296859', 'nm0888000']","Transylvanian vampire Count Dracula bends a naive real estate agent to his will, then takes up residence at a London estate where he sleeps in his coffin by day and searches for potential victims by night.",,,English,
tt5073642,movie,Color Out of Space,Color Out of Space,0,2019.0,111.0,"Horror,Mystery,Sci-Fi",6.1,64762,"['nm0000115', 'nm0000613', 'nm4699715', 'nm3231931', 'nm0001045']",A secluded farm is struck by a strange meteorite which has apocalyptic consequences for the family living there and possibly the world.,$6–12 million,$1 million,English,United States[4]
tt0068327,movie,Cabaret,Cabaret,0,1972.0,124.0,"Drama,Music,Musical",7.8,64734,"['nm0591485', 'nm0001868', 'nm0340926', 'nm0001297', 'nm0921202']",A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,,,,
tt1075747,movie,Jonah Hex,Jonah Hex,0,2010.0,81.0,"Action,Drama,Fantasy",4.7,64679,"['nm0000982', 'nm1083271', 'nm0000518', 'nm1055413', 'nm0004715']",Jonah Hex gets an offer from the Army. It will erase his warrants if he finds Quentin Turnbull.,$47 million,$11 million,English,United States
tt0103060,movie,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,0,1991.0,88.0,"Action,Adventure,Comedy",6.0,64669,"['nm0876958', 'nm0001831', 'nm0803145', 'nm0803145', 'nm0863208']",The Turtles discover their origins while they endeavour to save New York City from the evil Shredder and his Foot Clan.,$25 million,$80.1 million,English,United States[2]
tt0349825,movie,Miracle,Miracle,0,2004.0,135.0,"Biography,Drama,History",7.5,64636,"['nm0000621', 'nm0165101', 'nm0922263', 'nm0001187', 'nm0564921']","The true story of Herb Brooks, the player-turned-coach who led the 1980 U.S. Olympic hockey team to victory over the seemingly invincible Soviet squad.",,,,
tt1758692,movie,Like Crazy,Like Crazy,0,2011.0,86.0,"Drama,Romance",6.6,64621,"['nm0428065', 'nm0947338', 'nm2225369', 'nm3404934', 'nm0005094']","A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa.","$250,000",$3.8 million,English,United States
tt2888046,movie,Ip Man 3,Yip Man 3,0,2015.0,105.0,"Action,Biography,Crime",7.0,64612,"['nm0947447', 'nm1414203', 'nm1018221', 'nm0005512', 'nm0848377']","When a band of brutal gangsters led by a crooked property developer make a play to take over a local school, Master Ip is forced to take a stand.",US$36 million,US$157.3 million,Chinese (dialect: CantoneseMandarin)English,Hong Kong
tt2231253,movie,Wild Card,Wild Card,0,2015.0,92.0,"Action,Crime,Drama",5.6,64608,"['nm0005458', 'nm0029400', 'nm0306572', 'nm0893257', 'nm0204706']","When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play...and it's all or nothing.",,,,
tt0095271,movie,Halloween 4: The Return of Michael Myers,Halloween 4: The Return of Michael Myers,0,1988.0,88.0,"Horror,Thriller",5.8,64553,"['nm0000587', 'nm0332081', 'nm0364583', 'nm0928111', 'nm0329029']","Ten years after his original massacre, the invalid Michael Myers awakens on Halloween Eve and returns to Haddonfield to kill his seven-year-old niece. Can Dr. Loomis stop him?",$5 million,$17.8 million,English,United States
tt1029360,movie,Poltergeist,Poltergeist,0,2015.0,93.0,"Fantasy,Horror,Thriller",4.9,64544,"['nm0005377', 'nm1679669', 'nm4149623', 'nm3061574', 'nm3714535']",A family whose suburban home is haunted by evil forces must come together to rescue their youngest daughter after the apparitions take her captive.,,,,
tt0096933,movie,Black Rain,Black Rain,0,1989.0,125.0,"Action,Crime,Drama",6.6,64524,"['nm0000140', 'nm0000412', 'nm0847264', 'nm0001009', 'nm0557929']",Two NYC cops arrest a Yakuza member and must escort him when he's extradited to Japan.,,,,
tt0102070,movie,Hudson Hawk,Hudson Hawk,0,1991.0,100.0,"Action,Adventure,Comedy",5.7,64510,"['nm0000246', 'nm0000732', 'nm0000510', 'nm0000336', 'nm0001290']",A cat burglar is forced to steal Da Vinci works of art for a world domination plot.,$65 million,$97 million,English,United States
tt0098724,movie,"Sex, Lies, and Videotape","Sex, Lies, and Videotape",0,1989.0,100.0,Drama,7.2,64480,"['nm0000652', 'nm0000510', 'nm0001251', 'nm0000624', 'nm0891381']",A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,$1.2 million,$36.7 million,English,United States
tt0111742,movie,Wolf,Wolf,0,1994.0,125.0,"Drama,Horror,Romance",6.3,64459,"['nm0000197', 'nm0000201', 'nm0000652', 'nm0625075', 'nm0420955']",Publisher Will Randall becomes a demon wolf and has to fight to keep his job.,,,,
tt1374989,movie,Pride and Prejudice and Zombies,Pride and Prejudice and Zombies,0,2016.0,108.0,"Action,Comedy,Fantasy",5.8,64434,"['nm4141252', 'nm0727165', 'nm1658935', 'nm2757333', 'nm5166444']",Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.,$28 million,$16.5 million,English,
tt0092493,movie,Crocodile Dundee II,Crocodile Dundee II,0,1988.0,111.0,"Action,Adventure,Comedy",5.7,64393,"['nm0001357', 'nm0468957', 'nm0576851', 'nm0227669', 'nm0449679']",Australian outback expert protects his New York love from gangsters who've followed her down under.,$14 million,$239.6 million,English,
tt2788732,movie,Pete's Dragon,Pete's Dragon,0,2016.0,102.0,"Action,Adventure,Comedy",6.7,64391,"['nm0397171', 'nm0000602', 'nm4625502', 'nm4802218', 'nm0004747']","The adventures of an orphaned boy named Pete and his best friend Elliott, who happens to be a dragon.",,,,
tt0817538,movie,Drillbit Taylor,Drillbit Taylor,0,2008.0,110.0,"Action,Comedy,Crime",5.7,64375,"['nm0005562', 'nm0669681', 'nm1372713', 'nm2107837', 'nm1795630']",Three kids hire a low-budget bodyguard to protect them from the playground bully.,$40 million,$49.7 million,English,United States
tt0466342,movie,Date Movie,Date Movie,0,2006.0,83.0,"Comedy,Romance",2.8,64369,"['nm0004989', 'nm0968405', 'nm0929609', 'nm0177639', 'nm0598241']","Spoof of romantic comedies which focuses on a woman, her crush, her parents, and her father.",$20 million,$84.8 million,English,United States
tt13669038,movie,Women Talking,Women Talking,0,2022.0,104.0,Drama,6.9,64302,"['nm1913734', 'nm2946516', 'nm2976580', 'nm0000531', 'nm0412382']","Do nothing, stay and fight, or leave. In 2010, the women of an isolated religious community grapple with reconciling a brutal reality with their faith.",$20 million,$9.3 million,English,United States[1]
tt0831887,movie,The Spirit,The Spirit,0,2008.0,103.0,"Action,Crime,Fantasy",4.8,64294,"['nm0532683', 'nm0000168', 'nm0424060', 'nm0454809', 'nm0314767']","Rookie cop Denny Colt returns from the beyond as The Spirit, a hero whose mission is to fight against the bad forces in Central City.",,,,
tt0099253,movie,Child's Play 2,Child's Play 2,0,1990.0,84.0,"Horror,Thriller",6.0,64270,"['nm0898571', 'nm0000256', 'nm0334057', 'nm0253705', 'nm0000374']","While Andy's mother is admitted to a psychiatric hospital, the young boy is placed in foster care, and Chucky, determined to claim Andy's soul, is not far behind.",$13 million,$35.8 million,English,United States
tt0238546,movie,Queen of the Damned,Queen of the Damned,0,2002.0,101.0,"Drama,Fantasy,Horror",5.3,64236,"['nm0004691', 'nm0870204', 'nm0603413', 'nm0001641', 'nm0001524']","In this loose sequel to Interview with the Vampire (1994), the vampire Lestat becomes a rock star whose music wakes up the equally beautiful and monstrous queen of all vampires.",$35 million,$45.3 million,English,
tt0258153,movie,S1m0ne,S1m0ne,0,2002.0,117.0,"Comedy,Drama,Sci-Fi",6.1,64234,"['nm0000199', 'nm0001416', 'nm1212051', 'nm0758436', 'nm0000213']","A producer's film is endangered when his star walks off, so he decides to digitally create an actress to substitute for the star, becoming an overnight sensation that everyone thinks is a real person.",$10 million,$19.6 million,English,United States
tt1226774,movie,In the Loop,In the Loop,0,2009.0,106.0,Comedy,7.4,64219,"['nm0390903', 'nm0134922', 'nm0001254', 'nm2227000', 'nm2803086']",A political satire about a group of skeptical American and British operatives attempting to prevent a war between two countries.,"£612,650",$7.8 million,English,United Kingdom
tt3086442,movie,Goodnight Mommy,"Ich seh, Ich seh",0,2014.0,99.0,"Horror,Mystery,Thriller",6.7,64213,"['nm5835039', 'nm5835038', 'nm1218360', 'nm3041988', 'nm3868696']","Twin boys move to a new house with their mother after she has face-changing cosmetic surgery, but under the bandages is someone the boys don't recognize.",,$2.2 million,German,Austria
tt0165982,movie,Sinbad: Legend of the Seven Seas,Sinbad: Legend of the Seven Seas,0,2003.0,86.0,"Adventure,Animation,Comedy",6.8,64206,"['nm0000093', 'nm0001876', 'nm0001212', 'nm0000201', 'nm0371660']",The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.,$60 million,$80 million,English,United States
tt2937696,movie,Everybody Wants Some!!,Everybody Wants Some!!,0,2016.0,117.0,Comedy,6.9,64205,"['nm4296357', 'nm0388382', 'nm4554428', 'nm3614913', 'nm5319167']","In 1980 Texas, a college freshman moves into an old frat house with his new baseball teammates as they party their way through the final weekend of Summer.",$10 million,$5.4 million,English,United States
tt7504726,movie,The Call of the Wild,The Call of the Wild,0,2020.0,100.0,"Adventure,Drama,Family",6.7,64185,"['nm0000148', 'nm1082477', 'nm4446254', 'nm1405398', 'nm0925966']",A sled dog struggles for survival in the wilds of the Yukon.,,,English,
tt0114787,movie,Underground,Underground,0,1995.0,167.0,"Comedy,Drama,Fantasy",8.0,64172,"['nm0543547', 'nm0543547', 'nm0728476', 'nm0728476', 'nm0427066']","Two underground black marketeers, Marko and Blacky, sell weapons to the Communist resistance in wartime Belgrade, living the good life along the way.",,,,
tt0094812,movie,Bull Durham,Bull Durham,0,1988.0,108.0,"Comedy,Romance,Sport",7.0,64115,"['nm0000126', 'nm0000215', 'nm0000209', 'nm0934254', 'nm0943237']",A fan who has an affair with one minor-league baseball player each season meets an up-and-coming pitcher and the experienced catcher assigned to him.,$9 million,$50.9 million,English,United States
tt0085549,movie,Flashdance,Flashdance,0,1983.0,95.0,"Drama,Music,Romance",6.2,64082,"['nm0000884', 'nm0636694', 'nm0803785', 'nm1230879', 'nm0373600']","An 18-year-old female amateur dancer who performs nightly at a dancing bar, and works as a welder during the day, dreams of joining the Pittsburgh ballet school.",$7 million,$201.5 million,English,United States
tt1311067,movie,Halloween II,Halloween II,0,2009.0,105.0,Horror,4.8,64064,"['nm0174021', 'nm0541932', 'nm0000532', 'nm0600667', 'nm3101175']","Laurie Strode struggles to come to terms with her brother Michael's deadly return to Haddonfield, Illinois; meanwhile, Michael prepares for another reunion with his sister.",,,,
tt16431870,movie,The Family Plan,The Family Plan,0,2023.0,118.0,"Action,Comedy",6.3,64045,"['nm0000242', 'nm1157358', 'nm0001354', 'nm2292661', 'nm3147420']",A former top assassin living incognito as a suburban dad must take his unsuspecting family on the run when his past catches up to him.,,,English,United States
tt0108333,movie,The Three Musketeers,The Three Musketeers,0,1993.0,105.0,"Action,Adventure,Romance",6.4,63997,"['nm0000221', 'nm0000662', 'nm0000563', 'nm0001624', 'nm0000347']","France, 1625. Young d'Artagnan heads to Paris to join the Musketeers, but the evil cardinal has disbanded them. d'Artagnan meets Athos, Porthos, and Aramis, three rogue musketeers, and joins them on their quest to save the king an...",,,French,
tt19637052,movie,Love Lies Bleeding,Love Lies Bleeding,0,2024.0,104.0,"Crime,Drama,Mystery",6.6,63978,"['nm3793318', 'nm0829576', 'nm2002649', 'nm6884042', 'nm0540441']","Reclusive gym manager Lou falls hard for Jackie, an ambitious bodybuilder headed through town to Vegas in pursuit of her dream. But their love ignites violence, pulling them deep into the web of Lou's criminal family.",,,,
tt10696896,movie,Stillwater,Stillwater,0,2021.0,139.0,"Crime,Drama,Mystery",6.6,63932,"['nm0000354', 'nm1891185', 'nm1113550', 'nm11144034', 'nm0241759']","A father travels from Oklahoma to France to help his estranged daughter, who is in prison for a murder she claims she didn't commit.",$20 million,$19.8 million,"English
French
Spanish",United States
tt14253846,movie,Speak No Evil,Speak No Evil,0,2022.0,97.0,"Drama,Horror,Mystery",6.7,63932,"['nm1625296', 'nm7116195', 'nm0404806', 'nm0810722', 'nm12408122']",A Danish family visits a Dutch family they met on a holiday. What was supposed to be an idyllic weekend slowly starts unraveling as the Danes try to stay polite in the face of unpleasantness.,,,,
tt0412080,movie,The World's Fastest Indian,The World's Fastest Indian,0,2005.0,127.0,"Biography,Drama,Sport",7.7,63926,"['nm0000164', 'nm0002663', 'nm0713747', 'nm1705720', 'nm1002329']","The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.",$25 million,$18.3 million,English,New Zealand
tt0296042,movie,Ichi the Killer,Koroshiya 1,0,2001.0,129.0,"Crime,Drama",6.9,63892,"['nm0038355', 'nm1071413', 'nm0875354', 'nm0837282', 'nm0855398']","As sadomasochistic yakuza enforcer Kakihara searches for his missing boss he comes across Ichi, a repressed and psychotic killer who may be able to inflict levels of pain that Kakihara has only dreamed of achieving.",,,"Japanese
English
Cantonese",Japan
tt0401997,movie,Breach,Breach,0,2007.0,110.0,"Biography,Crime,Drama",7.0,63892,"['nm0177933', 'nm0000202', 'nm0371660', 'nm0001473', 'nm0223518']","FBI upstart Eric O'Neill enters into a power game with his boss, Robert Hanssen, an agent who was put on trial for selling secrets to the Soviet Union.",,,,
tt0377981,movie,Gnomeo & Juliet,Gnomeo & Juliet,0,2011.0,84.0,"Adventure,Animation,Comedy",5.9,63821,"['nm0564215', 'nm1289434', 'nm0001749', 'nm0421332', 'nm0000323']","Separated by a garden fence and a feud, are blue gnomes on one side and red gnomes on the other. This doesn't stop blue Gnomeo and red Juliet from falling in love with each other. Do they have a future together?",$36 million,$193.9 million,English,
tt0109836,movie,Frankenstein,Mary Shelley's Frankenstein,0,1994.0,123.0,"Drama,Horror,Romance",6.3,63813,"['nm0000134', 'nm0000134', 'nm0000110', 'nm0000307', 'nm0001371']","When the brilliant but unorthodox scientist Dr. Victor Frankenstein rejects the artificial man that he has created, the Creature escapes and later swears revenge.",,,English,
tt1850397,movie,The Loft,The Loft,0,2014.0,108.0,"Mystery,Romance,Thriller",6.3,63812,"['nm0881631', 'nm0005188', 'nm0589505', 'nm0832314', 'nm0774386']","Five married men secretly share a penthouse loft in the city where they can carry out secret affairs. However, their fantasy becomes a nightmare when they discover a dead woman in the loft and realize one of the group must be invo...",$13 million,$11 million,English,
tt0243655,movie,Wet Hot American Summer,Wet Hot American Summer,0,2001.0,97.0,"Comedy,Romance",6.5,63760,"['nm0000413', 'nm0001383', 'nm0795290', 'nm0795290', 'nm0603413']","Set on the last day of camp, in the hot summer of 1981, a group of counselors try to complete their unfinished business before the day ends.",$1.8 million,"$295,206",English,United States
tt1175709,movie,All Good Things,All Good Things,0,2010.0,101.0,"Crime,Drama,Mystery",6.2,63745,"['nm0331516', 'nm0000379', 'nm0001449', 'nm1143816', 'nm0001311']","David Marks, a real estate scion, is suspected of killing his wife Katie, who disappeared in 1982.",$20 million,$1.8 million,English,United States
tt0108147,movie,Sister Act 2: Back in the Habit,Sister Act 2: Back in the Habit,0,1993.0,107.0,"Comedy,Family,Music",5.8,63722,"['nm0000155', 'nm0001562', 'nm0001749', 'nm0400464', 'nm0926897']",Showgirl Deloris Van Cartier returns as Sister Mary Clarence to teach music to a group of Catholic students whose run-down school is slated for closure.,$38 million,$125 million,English,United States
