tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,lead_actors_ids,plot,budget,box_office,language,country
tt0111161,movie,The Shawshank Redemption,The Shawshank Redemption,0,1994.0,142.0,Drama,9.3,3185031,"['nm0000209', 'nm0000151', 'nm0348409', 'nm0006669', 'nm0000317']",A wrongfully convicted banker forms a close friendship with a hardened convict over a quarter century while retaining his humanity through simple acts of compassion.,$25 million,$73.3 million,English,United States
tt0468569,movie,The Dark Knight,The Dark Knight,0,2008.0,152.0,"Action,Crime,Drama",9.1,3164142,"['nm0000288', 'nm0005132', 'nm0001173', 'nm0000323', 'nm0350454']","When a menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman, James Gordon and Harvey Dent must work together to put an end to the madness.",$185 million,$1.009 billion,English,
tt1375666,movie,Inception,Inception,0,2010.0,148.0,"Action,Adventure,Sci-Fi",8.8,2813777,"['nm0000138', 'nm0330687', 'nm0680983', 'nm0913822', 'nm0362766']","A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a CEO, but his tragic past may doom the project and his team to disaster.",$160 million,$839 million,English,
tt0137523,movie,Fight Club,Fight Club,0,1999.0,139.0,"Crime,Drama,Thriller",8.8,2604651,"['nm0000093', 'nm0001570', 'nm0001533', 'nm0340260', 'nm0037118']",An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,$63–65 million,$102 million,English,United States[a]
tt0816692,movie,Interstellar,Interstellar,0,2014.0,169.0,"Adventure,Drama,Sci-Fi",8.7,2524464,"['nm0000190', 'nm0004266', 'nm1567113', 'nm3237775', 'nm0000995']","When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.",$165 million,$773.8 million,English,
tt0109830,movie,Forrest Gump,Forrest Gump,0,1994.0,142.0,"Drama,Romance",8.8,2494340,"['nm0000158', 'nm0000705', 'nm0000641', 'nm0000398', 'nm0931508']","The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart.",$55 million,$678 million,English,United States[1]
tt0110912,movie,Pulp Fiction,Pulp Fiction,0,1994.0,154.0,"Crime,Drama",8.8,2433196,"['nm0000237', 'nm0000235', 'nm0000168', 'nm0000246', 'nm0000619']","The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",$8–8.5 million,$213.9 million,English,United States
tt0133093,movie,The Matrix,The Matrix,0,1999.0,136.0,"Action,Sci-Fi",8.7,2245353,"['nm0000206', 'nm0000401', 'nm0005251', 'nm0915989', 'nm0287825']","When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",$63 million,$467.8 million,English,
tt0068646,movie,The Godfather,The Godfather,0,1972.0,175.0,"Crime,Drama",9.2,2224163,"['nm0000008', 'nm0000199', 'nm0001001', 'nm0000473', 'nm0144710']",The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.,$6–7 million,$250–291 million,English,United States
tt0120737,movie,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,0,2001.0,178.0,"Adventure,Drama,Fantasy",8.9,2204505,"['nm0000704', 'nm0005212', 'nm0089217', 'nm0000293', 'nm0397102']",A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,$93 million,$897 million,English,
tt0167260,movie,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,0,2003.0,201.0,"Adventure,Drama,Fantasy",9.0,2162614,"['nm0000704', 'nm0001557', 'nm0005212', 'nm0089217', 'nm0032370']",Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,$94 million,$1.148 billion,English,
tt0114369,movie,Seven,Se7en,0,1995.0,127.0,"Crime,Drama,Mystery",8.6,2018668,"['nm0000151', 'nm0000093', 'nm0000228', 'nm0001825', 'nm0669254']",Two detectives try to track down a serial killer who chooses his victims based on the Seven Deadly Sins.,,,,
tt1345836,movie,The Dark Knight Rises,The Dark Knight Rises,0,2012.0,164.0,"Action,Crime,Drama",8.4,1991992,"['nm0000288', 'nm0362766', 'nm0004266', 'nm0000198', 'nm0330687']","Bane, an imposing terrorist, attacks Gotham City and disrupts its eight-year-long period of peace. This forces Bruce Wayne to come out of hiding and don the cape and cowl of Batman again.",$250–300 million (gross),$1.115 billion,English,
tt0167261,movie,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,0,2002.0,179.0,"Adventure,Drama,Fantasy",8.8,1955366,"['nm0000704', 'nm0005212', 'nm0001557', 'nm0089217', 'nm0021600']","While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",$94 million,$944 million,English,
tt1853728,movie,Django Unchained,Django Unchained,0,2012.0,165.0,"Drama,Western",8.5,1880989,"['nm0004937', 'nm0910607', 'nm0000138', 'nm0913488', 'nm0000168']","With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.",$100 million,$449.8 million,English,United States[2]
tt0172495,movie,Gladiator,Gladiator,0,2000.0,155.0,"Action,Adventure,Drama",8.5,1847783,"['nm0000128', 'nm0001618', 'nm0001567', 'nm0001657', 'nm0001321']",A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,,,,
tt0993846,movie,The Wolf of Wall Street,The Wolf of Wall Street,0,2013.0,180.0,"Biography,Comedy,Crime",8.2,1785255,"['nm0000138', 'nm1706767', 'nm3053338', 'nm0000190', 'nm0151419']","Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",,,,
tt0361748,movie,Inglourious Basterds,Inglourious Basterds,0,2009.0,153.0,"Adventure,Drama,War",8.4,1781381,"['nm0000093', 'nm1208167', 'nm0744834', 'nm0491259', 'nm0910607']","In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",$70 million,$321.5 million,"English
German
French",
tt0102926,movie,The Silence of the Lambs,The Silence of the Lambs,0,1991.0,118.0,"Crime,Drama,Horror",8.6,1721619,"['nm0000149', 'nm0000164', 'nm0001277', 'nm0505971', 'nm0372217']","A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",$19 million,$272.7 million,English,United States
tt0372784,movie,Batman Begins,Batman Begins,0,2005.0,140.0,"Action,Crime,Drama",8.2,1712065,"['nm0000288', 'nm0000288', 'nm0000323', 'nm0913822', 'nm0000553']","After witnessing his parents' death, billionaire Bruce Wayne learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.",$150 million,$375.4 million,English,
tt7286456,movie,Joker,Joker,0,2019.0,122.0,"Crime,Drama,Thriller",8.3,1691651,"['nm0001618', 'nm0000134', 'nm5939164', 'nm0175814', 'nm0191442']","Arthur Fleck, a party clown and a failed stand-up comedian, leads an impoverished life with his ailing mother. However, when society shuns him and brands him as a freak, he decides to embrace the life of chaos in Gotham City.",,,,
tt1130884,movie,Shutter Island,Shutter Island,0,2010.0,138.0,"Drama,Mystery,Thriller",8.2,1645216,"['nm0000138', 'nm0607865', 'nm0749263', 'nm0001426', 'nm0001884']",Two US marshals are sent to a mental institution on an inhospitable island in order to investigate the disappearance of a patient.,$80 million,$294.8 million,English,United States
tt0120815,movie,Saving Private Ryan,Saving Private Ryan,0,1998.0,169.0,"Drama,War",8.6,1637246,"['nm0000158', 'nm0000354', 'nm0001744', 'nm0122653', 'nm0001608']","Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose comrades have been killed in action.",$65–70 million,$482.3 million,English,United States
tt0482571,movie,The Prestige,The Prestige,0,2006.0,130.0,"Drama,Mystery,Sci-Fi",8.5,1585927,"['nm0000288', 'nm0000288', 'nm0413168', 'nm0413168', 'nm0413168']","Two friends and fellow magicians become bitter enemies after a sudden tragedy. As they devote themselves to this rivalry, they make sacrifices that bring them fame but, with terrible consequences.",$40 million,$109 million,English,
tt0108052,movie,Schindler's List,Schindler's List,0,1993.0,195.0,"Biography,Drama,History",9.0,1584284,"['nm0000553', 'nm0000146', 'nm0001426', 'nm0328751', 'nm0755974']","In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",$22 million,$322.2 million,English,United States
tt0076759,movie,Star Wars: Episode IV - A New Hope,Star Wars,0,1977.0,121.0,"Action,Adventure,Fantasy",8.6,1568567,"['nm0000434', 'nm0000148', 'nm0000402', 'nm0000027', 'nm0001088']","Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth ...",$11 million,$775.4 million,English,United States[2]
tt0120689,movie,The Green Mile,The Green Mile,0,1999.0,189.0,"Crime,Drama,Fantasy",8.6,1560024,"['nm0000158', 'nm0003817', 'nm0001556', 'nm0001372', 'nm0000342']",A death row guard learns that a gentle giant in his charge possesses a mysterious gift.,$60 million,$286.8 million,English,United States
tt0848228,movie,The Avengers,The Avengers,0,2012.0,143.0,"Action,Sci-Fi",8.0,1557093,"['nm0000375', 'nm0000375', 'nm0262635', 'nm0262635', 'nm0424060']",Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,,,,
tt0407887,movie,The Departed,The Departed,0,2006.0,151.0,"Crime,Drama,Thriller",8.5,1552848,"['nm0000138', 'nm0000354', 'nm0000197', 'nm0000242', 'nm0000640']",An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,$90 million,$291.5 million,English,
tt0080684,movie,Star Wars: Episode V - The Empire Strikes Back,Star Wars: Episode V - The Empire Strikes Back,0,1980.0,124.0,"Action,Adventure,Fantasy",8.7,1503327,"['nm0000434', 'nm0000148', 'nm0000402', 'nm0001850', 'nm0000355']","After the Empire overpowers the Rebel Alliance, Luke Skywalker begins training with Jedi Master Yoda, while Darth Vader and bounty hunter Boba Fett pursue his friends across the galaxy.",$30.5 million,$549–$550 million,English,United States
tt0499549,movie,Avatar,Avatar,0,2009.0,162.0,"Action,Adventure,Fantasy",7.9,1496499,"['nm0941777', 'nm0757855', 'nm0000244', 'nm0735442', 'nm0002332']",A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,,,,
tt0071562,movie,The Godfather Part II,The Godfather Part II,0,1974.0,202.0,"Crime,Drama",9.0,1494076,"['nm0000199', 'nm0000134', 'nm0000380', 'nm0000473', 'nm0001030']","The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",$13 million,$93 million,"English
Sicilian",United States
tt0088763,movie,Back to the Future,Back to the Future,0,1985.0,116.0,"Adventure,Comedy,Sci-Fi",8.5,1451745,"['nm0000150', 'nm0000502', 'nm0000670', 'nm0000417', 'nm0001855']","Marty McFly, a 17-year-old high school student, is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown.",$19 million,$393–398.2 million,English,United States
tt4154796,movie,Avengers: Endgame,Avengers: Endgame,0,2019.0,181.0,"Action,Adventure,Sci-Fi",8.4,1444137,"['nm0000375', 'nm0000375', 'nm0262635', 'nm0262635', 'nm0749263']","After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",$356–400 million,$2.799 billion,English,United States
tt0209144,movie,Memento,Memento,0,2000.0,113.0,"Drama,Mystery,Thriller",8.4,1434192,"['nm0001602', 'nm0005251', 'nm0001592', 'nm0095478', 'nm0270383']",A former insurance investigator who now suffers from anterograde amnesia uses notes and tattoos to hunt down his wife's murderer.,$5–9 million,$40.1 million,English,United States[2]
tt0120338,movie,Titanic,Titanic,0,1997.0,194.0,"Drama,Romance",8.0,1391261,"['nm0000138', 'nm0000701', 'nm0000708', 'nm0000870', 'nm0004920']","A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",,,,
tt0099685,movie,GoodFellas,GoodFellas,0,1990.0,145.0,"Biography,Crime,Drama",8.7,1390198,"['nm0000134', 'nm0000501', 'nm0000582', 'nm0000966', 'nm0000649']","The story of Henry Hill and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito.",$25 million,$47.1 million,English,United States
tt0120382,movie,The Truman Show,The Truman Show,0,1998.0,103.0,"Comedy,Drama",8.2,1371118,"['nm0000120', 'nm0000438', 'nm0001473', 'nm0001473', 'nm0001187']",An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.,$60 million,$264 million,English,United States
tt4154756,movie,Avengers: Infinity War,Avengers: Infinity War,0,2018.0,149.0,"Action,Adventure,Sci-Fi",8.4,1370238,"['nm0000375', 'nm0000375', 'nm1165110', 'nm0749263', 'nm0749263']",The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,$325–400 million,$2.052 billion,English,United States
tt2015381,movie,Guardians of the Galaxy,Guardians of the Galaxy,0,2014.0,121.0,"Action,Adventure,Comedy",8.0,1362870,"['nm0695435', 'nm0004874', 'nm0177896', 'nm0757855', 'nm1176985']",A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,$232.3 million (gross),$773.4 million,English,United States
tt0110413,movie,Léon: The Professional,Léon,0,1994.0,110.0,"Action,Crime,Drama",8.5,1350145,"['nm0000606', 'nm0000198', 'nm0000204', 'nm0000732', 'nm0032216']","When her family is murdered by a group of corrupt officers led by the tyrannical Norman Stansfield, a young 12-year-old girl enlists the help of an Italian-American hitman to seek revenge.",$16 million,$19.5 million(US),English,France
tt0325980,movie,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,0,2003.0,143.0,"Action,Adventure,Fantasy",8.1,1323984,"['nm0000136', 'nm0001691', 'nm0089217', 'nm0461136', 'nm0202603']",An intrepid blacksmith teams up with an eccentric pirate captain to save his love from an undead pirate crew.,$140 million,$654.3 million,English,United States
tt0910970,movie,WALL·E,WALL·E,0,2008.0,98.0,"Adventure,Animation,Family",8.4,1319523,"['nm0123785', 'nm0123785', 'nm2264184', 'nm0307531', 'nm0929609']","A robot who is responsible for cleaning a waste-covered Earth meets another robot and falls in love with her. Together, they set out on a journey that will alter the fate of mankind.",$180 million,$532.5 million,English,United States
tt0266697,movie,Kill Bill: Vol. 1,Kill Bill: Vol. 1,0,2003.0,111.0,"Action,Crime,Thriller",8.2,1306415,"['nm0000235', 'nm0001016', 'nm0000435', 'nm0000514', 'nm0005154']","After waking from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",$30 million,$180.9 million,English,United States[1]
tt0103064,movie,Terminator 2: Judgment Day,Terminator 2: Judgment Day,0,1991.0,137.0,"Action,Adventure,Sci-Fi",8.6,1283125,"['nm0000216', 'nm0000157', 'nm0000411', 'nm0001598', 'nm0091286']","A cyborg from the future, identical to the one who failed to kill Sarah Connor, must now protect her ten-year-old son John from an even more advanced and powerful cyborg.",$94–102 million,$519–520.9 million,English,United States
tt0169547,movie,American Beauty,American Beauty,0,1999.0,122.0,Drama,8.3,1279189,"['nm0000228', 'nm0000906', 'nm0000301', 'nm0004747', 'nm0002546']",A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,,,,
tt0120586,movie,American History X,American History X,0,1998.0,119.0,"Crime,Drama",8.5,1272331,"['nm0001570', 'nm0000411', 'nm0000350', 'nm0000497', 'nm0839486']",A European-American man is released from prison and now a changed man and hopes to prevent his younger brother from following in his footsteps.,$20 million,$23.8 million,English,United States
tt0110357,movie,The Lion King,The Lion King,0,1994.0,88.0,"Adventure,Animation,Drama",8.5,1257554,"['nm0000111', 'nm0000460', 'nm0000469', 'nm0000155', 'nm0000100']","Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",$45 million,$979 million,English,United States
tt1431045,movie,Deadpool,Deadpool,0,2016.0,108.0,"Action,Comedy,Sci-Fi",8.0,1252779,"['nm0005351', 'nm0005351', 'nm1072555', 'nm2554352', 'nm4534098']","A wisecracking mercenary gets experimented on and becomes immortal yet hideously scarred, and sets out to track down the man who ruined his looks.",$58 million,$782.6 million,English,United States
tt0434409,movie,V for Vendetta,V for Vendetta,0,2005.0,132.0,"Action,Drama,Sci-Fi",8.1,1245809,"['nm0915989', 'nm0000204', 'nm0001291', 'nm0001653', 'nm0000410']",A young woman living in a dystopian society meets a shadowy freedom fighter who is plotting to overthrow their tyrannical government.,$50–54 million,$134.7 million,English,
tt0114814,movie,The Usual Suspects,The Usual Suspects,0,1995.0,106.0,"Crime,Drama,Mystery",8.5,1238189,"['nm0000228', 'nm0000321', 'nm0001590', 'nm0000286', 'nm0001125']",The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.,$6 million,$67 million,English,
tt0264464,movie,Catch Me If You Can,Catch Me If You Can,0,2002.0,141.0,"Biography,Crime,Drama",8.1,1236456,"['nm0000138', 'nm0000158', 'nm0000686', 'nm0000640', 'nm0000882']","Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",$52 million,$352.1 million,English,United States
tt1049413,movie,Up,Up,0,2009.0,96.0,"Adventure,Animation,Comedy",8.3,1234760,"['nm0000799', 'nm2973712', 'nm0001652', 'nm0001626', 'nm0677037']","78-year-old Carl Fredricksen travels to South America in his house equipped with balloons, inadvertently taking a young stowaway.",,,,
tt0081505,movie,The Shining,The Shining,0,1980.0,146.0,"Drama,Horror",8.4,1224456,"['nm0000197', 'nm0001167', 'nm0515950', 'nm0001079', 'nm0625167']","A family heads to an isolated hotel for the winter, where a sinister presence influences the father into violence. At the same time, his psychic son sees horrifying forebodings from both the past and the future.",$19 million,$50 million,English,
tt0371746,movie,Iron Man,Iron Man,0,2008.0,126.0,"Action,Adventure,Sci-Fi",7.9,1223753,"['nm0000375', 'nm0000569', 'nm0005024', 'nm0000313', 'nm0004753']","After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",,,,
tt0119217,movie,Good Will Hunting,Good Will Hunting,0,1997.0,126.0,"Drama,Romance",8.4,1215478,"['nm0000245', 'nm0000354', 'nm0000255', 'nm0001745', 'nm0585906']","A therapist counsels Will Hunting, a janitor with a genius IQ.",$10–16 million,$225.9 million,English,United States
tt0086190,movie,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode VI - Return of the Jedi,0,1983.0,131.0,"Action,Adventure,Fantasy",8.3,1208470,"['nm0000434', 'nm0000148', 'nm0000402', 'nm0001850', 'nm0000355']","After rescuing Han Solo from Jabba the Hutt, the Rebel Alliance attempts to destroy the second Death Star while Luke struggles to help Darth Vader back from the dark side.",$32.5–42.7 million,$482 million,English,United States
tt0266543,movie,Finding Nemo,Finding Nemo,0,2003.0,100.0,"Adventure,Animation,Comedy",8.2,1206572,"['nm0000983', 'nm0001122', 'nm1071252', 'nm0000353', 'nm0004951']","After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",$94 million,$940.3 million,English,United States
tt1392190,movie,Mad Max: Fury Road,Mad Max: Fury Road,0,2015.0,120.0,"Action,Adventure,Sci-Fi",8.1,1205422,"['nm0362766', 'nm0000234', 'nm0396558', 'nm2368789', 'nm0117412']","In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max.",$154.6–185.1 million,$380.4 million,English,
tt0477348,movie,No Country for Old Men,No Country for Old Men,0,2007.0,122.0,"Crime,Drama,Thriller",8.2,1188376,"['nm0000169', 'nm0000849', 'nm0000982', 'nm0000437', 'nm0531808']",Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.,$25 million,$171.6 million,"English
Spanish",United States
tt0338013,movie,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,0,2004.0,108.0,"Drama,Romance,Sci-Fi",8.3,1182004,"['nm0000120', 'nm0000701', 'nm0929489', 'nm0004423', 'nm0000704']","When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories forever.",$20 million,$73.3 million,English,United States
tt0107290,movie,Jurassic Park,Jurassic Park,0,1993.0,127.0,"Action,Adventure,Sci-Fi",8.2,1176553,"['nm0000554', 'nm0000368', 'nm0000156', 'nm0000277', 'nm0669629']","An industrialist invites some experts to visit his theme park of cloned dinosaurs. After a power failure, the creatures run loose, putting everyone's lives, including his grandchildren's, in danger.",$56–63 million,$1.058 billion,English,United States
tt0114709,movie,Toy Story,Toy Story,0,1995.0,81.0,"Adventure,Animation,Comedy",8.3,1172887,"['nm0000158', 'nm0000741', 'nm0725543', 'nm0001815', 'nm0001728']","A cowboy doll is profoundly jealous when a new spaceman action figure supplants him as the top toy in a boy's bedroom. When circumstances separate them from their owner, the duo have to put aside their differences to return to him.",$30 million,$401.2 million,English,United States
tt0105236,movie,Reservoir Dogs,Reservoir Dogs,0,1992.0,99.0,"Crime,Thriller",8.3,1170078,"['nm0000172', 'nm0000172', 'nm0000619', 'nm0000619', 'nm0000514']","When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",$1.2–3 million,$2.9 million,English,United States
tt2267998,movie,Gone Girl,Gone Girl,0,2014.0,149.0,"Drama,Mystery,Thriller",8.1,1167662,"['nm0000255', 'nm0683253', 'nm0000439', 'nm1347153', 'nm4689420']",The husband of a missing woman becomes the main suspect in her disappearance.,$61 million,$370.9 million,English,United States
tt6751668,movie,Parasite,Gisaengchung,0,2019.0,132.0,"Drama,Thriller",8.5,1161772,"['nm0814280', 'nm1310525', 'nm1856097', 'nm6079248', 'nm6476224']",Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,,,,
tt0112573,movie,Braveheart,Braveheart,0,1995.0,178.0,"Biography,Drama,War",8.3,1160398,"['nm0000154', 'nm0000521', 'nm0001526', 'nm0005171', 'nm0732703']",Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,$53–72 million,$209 million,English,United States[2]
tt0073486,movie,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,0,1975.0,133.0,Drama,8.6,1156510,"['nm0000197', 'nm0001221', 'nm0077720', 'nm0110480', 'nm0111954']","A rebellious convict is sent to a psychiatric hospital for evaluation in 1963 Oregon, and encourages his docile companions to take more control of their lives and defy the tyrannical head nurse.",$3–4.4 million,$163.3 million,English,United States
tt2582802,movie,Whiplash,Whiplash,0,2014.0,106.0,"Drama,Music",8.5,1152979,"['nm1886602', 'nm0799777', 'nm2552034', 'nm0001663', 'nm3271473']",A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,,,,
tt0167404,movie,The Sixth Sense,The Sixth Sense,0,1999.0,107.0,"Drama,Mystery,Thriller",8.2,1143652,"['nm0000246', 'nm0005286', 'nm0001057', 'nm0931404', 'nm0605080']","After being shot by a resentful former patient whom he failed to help, a Philadelphia child psychologist seeks redemption by treating a young boy with a disturbing secret.",$40 million,$672.8 million,English,United States
tt0082971,movie,Raiders of the Lost Ark,Raiders of the Lost Ark,0,1981.0,115.0,"Action,Adventure",8.4,1109574,"['nm0000148', 'nm0000261', 'nm0293550', 'nm0722636', 'nm0479951']","In 1936, archaeologist Indiana Jones is tasked by Army Intelligence to help locate a legendary ancient power, the Ark of Covenant, before the Nazis get it first.",$20 million,$389.9 million,English,United States
tt1392170,movie,The Hunger Games,The Hunger Games,0,2012.0,142.0,"Action,Adventure,Sci-Fi",7.2,1080937,"['nm2225369', 'nm1242688', 'nm2955013', 'nm0001804', 'nm0004747']",Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,$78 million,$695.2 million,English,United States
tt0198781,movie,"Monsters, Inc.","Monsters, Inc.",0,2001.0,92.0,"Adventure,Animation,Comedy",8.1,1074103,"['nm0000345', 'nm0000422', 'nm0316701', 'nm0000114', 'nm0000336']","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.",$115 million,$579.7 million,English,United States
tt0078748,movie,Alien,Alien,0,1979.0,117.0,"Horror,Sci-Fi",8.5,1063213,"['nm0000244', 'nm0000643', 'nm0000457', 'nm0001021', 'nm0001765']","After investigating a mysterious transmission of unknown origin, the crew of a commercial spacecraft encounters a deadly lifeform.",$8.4–14 million,$188–203.6 million,English,
tt0268978,movie,A Beautiful Mind,A Beautiful Mind,0,2001.0,135.0,"Biography,Drama,Mystery",8.2,1052815,"['nm0000128', 'nm0000438', 'nm0000124', 'nm0001626', 'nm0079273']","A mathematical genius, John Nash made an astonishing discovery early in his career and stood on the brink of international acclaim. But Nash soon found himself on a harrowing journey of self-discovery.",$58 million,$316.8 million,English,United States
tt1201607,movie,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,0,2011.0,130.0,"Adventure,Family,Fantasy",8.1,1044793,"['nm0705356', 'nm0914612', 'nm0342488', 'nm0002091', 'nm0000146']","Harry, Ron and Hermione set out on a quest to eliminate the remaining horcruxes. On the other hand, the students and teachers must unite to defend Hogwarts against Lord Voldemort and his army.",$250 million(shared with Part 1),$1.343 billion,English,
tt1160419,movie,Dune: Part One,Dune: Part One,0,2021.0,155.0,"Action,Adventure,Drama",8.0,1041353,"['nm3154303', 'nm0272581', 'nm3918035', 'nm1209966', 'nm0597388']","Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.",$165 million,$411 million,English,United States
tt0095016,movie,Die Hard,Die Hard,0,1988.0,132.0,"Action,Thriller",8.2,1029568,"['nm0000246', 'nm0000614', 'nm0000889', 'nm0001817', 'nm0322339']","A New York City cop, John McClane, tries to save his estranged wife and several others taken hostage by terrorists during a Christmas Eve party at the Nakatomi Plaza Skyscraper in Los Angeles, California.",$25–35 million,$139.8–141.5 million,English,United States
tt1675434,movie,The Intouchables,Intouchables,0,2011.0,112.0,"Comedy,Drama",8.5,1026372,"['nm0167388', 'nm1082477', 'nm0494504', 'nm1109153', 'nm1525639']","After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",€9.5 million($10.8 million),$426.6 million,French,France
tt15398776,movie,Oppenheimer,Oppenheimer,0,2023.0,180.0,"Biography,Drama,History",8.2,1025805,"['nm0614165', 'nm1289434', 'nm0000354', 'nm0000375', 'nm2403277']","A dramatization of the life story of J. Robert Oppenheimer, the physicist who had a large hand in the development of the atomic bombs that brought an end to World War II.",$100 million,$975.8 million,English,
tt0075314,movie,Taxi Driver,Taxi Driver,0,1976.0,114.0,"Crime,Drama",8.2,1025470,"['nm0000134', 'nm0000149', 'nm0001732', 'nm0000983', 'nm0007958']","A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",$1.9 million,$28.6 million,English,United States
